Suburb,Address,Rooms,Type,Price,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,CouncilArea
Clifton Hill,86 Ramsden St,4,h,2350000,7.5,2,2,556,220,1900,-37.8204,145.0516,Boroondara City Council
Coburg,11 Lobb St,4,h,1666000,7.5,2,0,350,198,1900,-37.8219,145.0556,Boroondara City Council
Craigieburn,9 Asbury St,4,u,371000,7.5,1,0,917,44,1970,-37.8338,145.0545,Boroondara City Council
Craigieburn,18 Balyang Wy,3,h,3575000,6.2,2,2,667,310,1988,-37.83738,145.05106,Boroondara City Council
Dallas,184 Dallas Dr,5,u,441000,6.2,1,0,0,50,1960,-37.8327,145.05428,Boroondara City Council
Dandenong North,26 Blaxland Dr,5,h,1350000,6.2,1,2,297,94,1930,-37.81883,145.05694,Boroondara City Council
Fawkner,5 Kiddle St,4,h,1650000,6.2,2,1,238,178,2000,-37.82671,145.04786,Boroondara City Council
Frankston,88 Franciscan Av,4,h,1055000,6.2,1,0,206,72,1930,-37.82224,145.05763,Boroondara City Council
Frankston,6 Meerlu Av,3,u,755000,7.7,1,1,92,82.6,1960,-37.8401,145.09113,Boroondara City Council
Hawthorn East,17 Westley St,3,h,1690000,7.8,2,1,777,154,1950,-37.8431,145.0962,Boroondara City Council
Kew,68 Pakington St,3,h,2000000,7.8,1,2,821,105,1925,-37.8459,145.0644,Boroondara City Council
Kingsville,20 Chirnside St,3,u,435000,7.8,1,1,896,77,1960,-37.8479,145.0958,Boroondara City Council
Maribyrnong,26 Oakland St,4,h,2700000,7.8,3,2,802,317,1994,-37.8442,145.0578,Boroondara City Council
Melton South,1 Bligh St,3,t,1625000,7.8,2,2,283,160,1990,-37.8362,145.064,Boroondara City Council
Mernda,33 Craigmoor Cr,4,h,3300000,7.8,3,2,417,220,2016,-37.831,145.0621,Boroondara City Council
Mill Park,7 Carlita Cl,5,u,667000,7.8,1,1,83,81,1960,-37.8355,145.0633,Boroondara City Council
Mill Park,16 Hurlstone Cr,3,h,2000000,7.8,3,4,697,271,1980,-37.836,145.056,Boroondara City Council
Mill Park,98 Pindari Av,4,h,2740000,7.8,2,2,643,363,2005,-37.8421,145.0719,Boroondara City Council
Montmorency,11 Ryrie Ct,4,h,2230000,7.7,2,3,572,215,1918,-37.8326,145.0685,Boroondara City Council
Moonee Ponds,4 Eglinton St,3,h,2650000,7.7,2,2,791,221,1930,-37.83704,145.08336,Boroondara City Council
Mordialloc,9 Waratah Av,4,h,1290000,7.7,2,2,321,195.1,1997,-37.84627,145.08366,Boroondara City Council
Newport,299 Douglas Pde,3,h,2800000,7.7,2,2,768,254,1990,-37.83825,145.08163,Boroondara City Council
Parkdale,1 Keith St,3,h,2650000,7.7,3,6,677,242,1950,-37.8371,145.09231,Boroondara City Council
Point Cook,13 Kingsley Av,4,h,1905000,7.8,1,2,400,145,1890,-37.8333,145.0616,Boroondara City Council
Templestowe,2 Kolor Wy,4,h,2990000,7.8,2,2,742,280,1997,-37.8284,145.0673,Boroondara City Council
Templestowe Lower,7 Sassafras Dr,6,u,835000,7.8,1,1,112,85,1960,-37.8378,145.0949,Boroondara City Council
Vermont,5 Judy Ct,4,h,2235000,7.7,3,1,600,291,1935,-37.84265,145.08199,Boroondara City Council
Werribee,66 Loyola Rd,3,h,1870000,7.7,3,0,588,189,1925,-37.83411,145.06916,Boroondara City Council
West Melbourne,220 Adderley St,4,u,677000,7.7,1,1,131,76,1975,-37.84716,145.07351,Boroondara City Council
Melbourne,1615/250 Elizabeth St,1,t,1320000,7.7,2,2,227,223,2006,-37.84689,145.05863,Boroondara City Council
Melbourne,49/2 Exhibition St,1,h,2175000,7.7,2,2,701,197,1930,-37.84003,145.0691,Boroondara City Council
Melbourne,2206/60 Market St,1,h,2500000,7.7,2,3,947,225,1930,-37.84403,145.09545,Boroondara City Council
Melbourne,901/265 Exhibition St,3,h,1535000,10.4,3,2,1004,188,1950,-37.84533,145.12764,Monash City Council
Melbourne,33/300 King St,1,h,1461000,10.4,1,1,674,125,1945,-37.84533,145.09897,Monash City Council
Melbourne,507/325 Collins St,2,h,1388000,10.4,1,2,772,112,1960,-37.85628,145.10906,Monash City Council
Melbourne,1003/265 Exhibition St,3,h,2000000,11.7,3,2,928,229,1996,-37.842,145.102,Monash City Council
Melbourne,103/565 Flinders St,2,h,1815000,11.7,1,1,698,196,1960,-37.8518,145.1278,Monash City Council
Middle Park,287 Richardson St,4,h,1305000,9,1,1,342,104,1945,-37.8326,145.081,Boroondara City Council
Mont Albert,42 View St,4,h,2950000,9,2,3,812,173,1927,-37.8323,145.0842,Boroondara City Council
Mont Albert,72 Churchill St,4,u,722000,9,1,1,0,92,1965,-37.8205,145.0828,Boroondara City Council
Moonee Ponds,504/26 Shuter St,3,h,1640000,9,3,2,352,207,1997,-37.827,145.0737,Boroondara City Council
Moonee Ponds,14 Scotia St,4,h,4750000,8.4,3,2,967,470,1996,-37.81792,145.06244,Boroondara City Council
Moonee Ponds,5 Bent St,4,h,1600000,11.2,1,2,600,186,1886,-37.8327,145.0976,Boroondara City Council
Moonee Ponds,76 Argyle St,3,h,2400000,10.2,3,2,593,309,2016,-37.83199,145.10877,Boroondara City Council
Moonee Ponds,25 Buckley St,3,h,2128000,11.2,3,2,771,312,2000,-37.8239,145.0969,Boroondara City Council
Moonee Ponds,101 Holmes Rd,4,h,1700000,11.2,1,1,579,143,1900,-37.8224,145.0959,Boroondara City Council
Moonee Ponds,5/3 Lennox St,2,h,1518000,11.2,2,1,632,231,1950,-37.8352,145.1023,Boroondara City Council
Moonee Ponds,31 Bowen St,2,t,865000,11.2,1,1,217,101,1970,-37.8275,145.1032,Boroondara City Council
Moonee Ponds,35 Addison St,4,h,2300000,11.2,2,1,735,219,1920,-37.8182,145.096,Boroondara City Council
Moonee Ponds,30 Tennyson St,3,h,2180000,11.2,1,2,441,128,1910,-37.8204,145.0887,Boroondara City Council
Moonee Ponds,13/110 Maribyrnong Rd,2,h,1251000,11.2,2,1,536,211,1930,-37.8309,145.0946,Boroondara City Council
Moonee Ponds,29 Winchester St,2,u,778500,11.2,1,1,170,78,1960,-37.8186,145.0892,Boroondara City Council
Moonee Ponds,44 Vine St,5,u,807000,10.2,1,1,1501,84,1960,-37.81665,145.10043,Boroondara City Council
Moonee Ponds,61 Athol St,3,h,2230000,10.2,2,2,754,270,1905,-37.82807,145.10796,Boroondara City Council
Moonee Ponds,31 Wordsworth St,4,h,2665000,10.2,3,2,444,241,1910,-37.82144,145.09627,Boroondara City Council
Moonee Ponds,35 Athol St,3,h,2200000,11.8,2,2,931,199,1930,-37.8226,145.1103,Boroondara City Council
Moonee Ponds,1a Ardmillan Rd,3,h,3900000,11.8,2,6,2187,327,1903,-37.8186,145.1134,Boroondara City Council
Moonee Ponds,36 Aberfeldie St,3,h,1901000,10.2,2,2,628,144,1950,-37.82091,145.09543,Boroondara City Council
Moorabbin,7 Barbara St,3,h,2100000,10.2,1,9,841,124,1960,-37.83729,145.10929,Boroondara City Council
Moorabbin,8b William St,4,h,1875000,10.9,2,2,715,227,1930,-37.8142,145.1278,Whitehorse City Council
Moorabbin,1/1017 Nepean Hwy,3,h,1620000,13.1,2,2,697,255,1940,-37.8151,145.135,Whitehorse City Council
Moorabbin,118 Rowans Rd,3,u,645000,13.1,1,1,140,81,1965,-37.8271,145.1299,Whitehorse City Council
Moorabbin,1 Otford Cl,3,u,465000,13.1,2,1,0,65,2010,-37.8216,145.127,Whitehorse City Council
Moorabbin,1/23 Genoa St,1,u,775000,13.1,1,1,211,108,1980,-37.8275,145.1232,Whitehorse City Council
Newport,45 Milford St,3,h,928000,13.1,1,1,307,106,1890,-37.8247,145.1206,Whitehorse City Council
Newport,82 Charlotte St,3,u,636000,13.1,1,1,151,82,1970,-37.8234,145.1235,Whitehorse City Council
Newport,53 River St,4,h,1670000,13.1,2,2,590,231,1924,-37.8274,145.1242,Whitehorse City Council
Newport,75 Woods St,4,h,1790000,13.4,2,3,989,156,1950,-37.8259,145.1549,Whitehorse City Council
Newport,91 High St,4,h,874000,13.4,2,1,232,103,2014,-37.83574,145.14866,Whitehorse City Council
Newport,4/27 Clyde St,3,h,990000,13.4,2,2,544,153,1960,-37.80532,145.16109,Whitehorse City Council
Newport,8 Crawford St,2,h,980000,13.4,3,2,605,184,1965,-37.80394,145.16754,Whitehorse City Council
Newport,42 Farm St,3,h,1475000,13.4,2,2,582,240,2011,-37.80505,145.14919,Whitehorse City Council
Newport,108 Mason St,4,h,1695000,13.4,3,4,696,215,1950,-37.81726,145.16061,Whitehorse City Council
North Melbourne,2/63 Brougham St,2,u,615000,13.4,1,1,3316,85,1970,-37.8321,145.14444,Whitehorse City Council
North Melbourne,6/55 Provost St,2,h,1120000,15.4,2,0,690,139,1970,-37.8451,145.1805,Whitehorse City Council
North Melbourne,44 Byron St,2,h,1120000,15.4,2,2,497,18,1970,-37.83742,145.17068,Whitehorse City Council
Northcote,43 Christmas St,2,h,1088000,15.4,2,2,586,137,1970,-37.84006,145.16568,Whitehorse City Council
Northcote,57A Derby St,3,h,1159000,15.4,1,2,638,136,1960,-37.8328,145.17944,Whitehorse City Council
Northcote,12 Simpson St,6,h,836000,15.4,2,2,423,140,1950,-37.80966,145.18378,Manningham City Council
Northcote,122 Emmaline St,2,h,985000,17.2,1,1,582,124,1950,-37.8258,145.1905,Whitehorse City Council
Northcote,3/162 Westgarth St,2,h,1200000,17.2,3,2,367,334,2015,-37.81338,145.18551,Whitehorse City Council
Northcote,13 Hawthorn Rd,4,h,1237000,17.2,2,2,534,187,1970,-37.81059,145.18975,Whitehorse City Council
Northcote,121 Bent St,2,u,775000,17.2,1,2,208,110,1975,-37.8135,145.19972,Whitehorse City Council
Northcote,45 Emmaline St,2,u,820000,17.2,1,2,439,110,1960,-37.82596,145.1872,Whitehorse City Council
Northcote,2/13 Spencer St,2,u,907800,17.2,2,2,309,150,2005,-37.82653,145.20261,Whitehorse City Council
Northcote,338 Separation St,2,h,1010000,17.2,2,2,672,136,1970,-37.8236,145.20898,Whitehorse City Council
Northcote,8 Reid St,2,h,950000,17.2,1,2,608,138,1975,-37.82583,145.20608,Whitehorse City Council
Northcote,12 Stott St,3,h,1595000,17.2,2,2,616,289,2014,-37.84009,145.19954,Maroondah City Council
Northcote,160 Bent St,4,h,1290000,17.2,2,2,407,300,2003,-37.85028,145.18787,Whitehorse City Council
Northcote,41 Johnson St,2,h,1133000,17.2,1,4,880,142,1980,-37.83737,145.18819,Maroondah City Council
Northcote,51 Beavers Rd,2,h,988000,17.2,1,1,653,119,1970,-37.84034,145.2022,Maroondah City Council
Williams Landing,6 Wildebrand Av,4,h,800000,19.9,2,1,461,133,2005,-37.82536,145.22228,Maroondah City Council
Altona North,5 Dean Ct,3,h,1246000,19.9,2,2,760,198,1950,-37.81756,145.23526,Maroondah City Council
Ardeer,17 Helene St,4,h,910000,19.9,2,2,651,162,1977,-37.79638,145.24268,Maroondah City Council
Aspendale Gardens,3 Rochelle Ct,4,h,912000,21.3,2,2,471,144,1965,-37.82996,145.24311,Maroondah City Council
Bentleigh,6 Mavho St,2,h,1175000,21.3,2,6,723,148,1950,-37.83206,145.24175,Maroondah City Council
Brighton East,211A Were St,4,h,932000,21.3,2,2,543,200,1980,-37.83145,145.22826,Maroondah City Council
Bundoora,5 Barton Ct,3,h,1160000,21.3,2,2,768,184,1985,-37.83057,145.25398,Maroondah City Council
Chelsea Heights,250 Wells Rd,4,h,902000,21.3,2,1,876,111,1965,-37.82453,145.26356,Maroondah City Council
Craigieburn,3 Tussock Rd,4,h,1400000,21.3,2,4,941,97,1950,-37.81289,145.24213,Maroondah City Council
Craigieburn,8 Woodgrove St,3,h,1120000,23,2,2,864,228,2008,-37.80718,145.28581,Maroondah City Council
Donvale,8 Allara Ct,3,h,1188000,23,2,2,864,294,1980,-37.79546,145.27002,Maroondah City Council
Donvale,61 Chippewa Av,4,h,905000,23,2,2,1005,185,1960,-37.78466,145.27326,Maroondah City Council
Doreen,6 Ashgate Dr,3,h,1060000,23,2,2,540,257,2010,-37.77749,145.29973,Maroondah City Council
Frankston,31 Wangarra Rd,4,h,1175000,23,2,2,864,208,2012,-37.76402,145.27346,Maroondah City Council
Frankston North,87 Brunning Cr,3,h,800000,23,1,2,870,145,1970,-37.79364,145.29823,Maroondah City Council
Glenroy,125 Augustine Tce,5,h,664000,23,1,1,352,93,1950,-37.79588,145.29166,Maroondah City Council
Greenvale,5 Arkose St,4,h,858000,23,1,2,857,139,1960,-37.80244,145.29711,Maroondah City Council
Keilor East,165 Sterling Dr,4,h,1180000,23,3,3,857,285,2012,-37.79773,145.26956,Maroondah City Council
Maribyrnong,1 Middle Rd,3,h,1010000,23,2,2,1187,190,1983,-37.77936,145.26143,Maroondah City Council
Mill Park,10 Sedgman Ct,4,h,730000,23,2,2,655,184,1965,-37.79725,145.29651,Maroondah City Council
Ormond,25 Dunlop Av,3,h,857000,23,2,1,1007,250,1980,-37.76653,145.29163,Maroondah City Council
Port Melbourne,3 Esplanade Pl,2,h,803000,26,1,2,862,0,1970,-37.79902,145.32092,Maroondah City Council
Brighton,2A Hillcrest Av,4,h,830000,26,1,1,906,91,1950,-37.80065,145.30393,Maroondah City Council
Caulfield South,37 Saturn St,5,h,780000,26,2,1,862,162,1986,-37.80212,145.33017,Maroondah City Council
Coburg,87 Nicholson St,4,u,1350000,2.7,2,1,0,109,1930,-37.82863,144.98514,Melbourne City Council
Dallas,29 Kilmore Cr,3,u,666000,2.7,1,1,0,73,2005,-37.83613,144.99661,Melbourne City Council
Donvale,2/9 Standring Cl,3,u,400000,2.7,1,1,0,43,1950,-37.83678,145.00137,Melbourne City Council
Elsternwick,8 Prentice St,3,u,535000,3.3,1,1,0,64,1970,-37.8374,144.9918,Melbourne City Council
Eltham North,3 Michael Ct,6,u,990000,3.3,2,2,0,38,2015,-37.8379,144.9913,Melbourne City Council
Fairfield,151 Perry St,4,u,695000,3.3,1,0,0,79,1930,-37.8361,144.9842,Melbourne City Council
Flemington,80 Dover St,3,u,780000,3.3,1,1,0,75,1960,-37.8343,144.9899,Melbourne City Council
Kew,30 Stirling St,3,h,1455000,3.3,1,0,225,94,1890,-37.8421,144.9876,Melbourne City Council
Kilsyth,16 Regina St,3,u,515000,3.3,1,1,0,44,1970,-37.8375,145.0012,Melbourne City Council
Pascoe Vale,3/136 Derby St,2,h,2695000,3.3,2,1,215,200,1910,-37.8361,144.9831,Melbourne City Council
Preston,15 Albert St,3,u,425000,3.3,1,1,0,56,2007,-37.837,144.9931,Melbourne City Council
Sunshine West,3 Arnold St,3,u,515000,3.3,1,1,734,65,2013,-37.8433,144.9962,Melbourne City Council
Airport West,16 Highridge Cr,3,h,2600000,3.3,2,2,141,127,1880,-37.8366,144.9827,Melbourne City Council
Albion,41 Adelaide St,3,u,400000,3.3,1,1,0,45,1960,-37.8355,144.9884,Melbourne City Council
Armadale,9 Bailey Av,4,h,1810000,3.3,1,1,211,18,1906,-37.8442,144.9928,Melbourne City Council
Ashburton,3A Crete Av,3,u,567500,3.3,1,1,0,56,1970,-37.8368,144.9848,Melbourne City Council
Balwyn,12 Belmore Rd,5,t,2010000,3.3,2,1,163,207,2016,-37.8425,144.9877,Melbourne City Council
Bentleigh East,316 Chesterville Rd,2,h,1945000,3.3,2,1,194,148,1890,-37.8395,144.9898,Melbourne City Council
Blackburn North,101 Shafer Rd,4,u,367000,3.3,1,0,0,42,1950,-37.8406,145.0035,Melbourne City Council
Bonbeach,37 Mernda Av,3,u,500000,3.3,1,1,0,73,1980,-37.835,145.0002,Melbourne City Council
Camberwell,3 Wiringa Av,5,u,310000,3.3,1,1,0,37,1970,-37.8319,144.9876,Melbourne City Council
Cheltenham,53 Primrose Av,3,u,410000,3.3,1,0,0,48,1960,-37.8427,145.0006,Melbourne City Council
Craigieburn,5 Blackbird Tce,4,u,840000,3.3,2,1,0,92,2002,-37.8361,144.9966,Melbourne City Council
Craigieburn,328 Waterview Bvd,3,u,520000,3.3,1,1,0,62,1890,-37.8323,144.9876,Melbourne City Council
Croydon,6 Webster Av,5,u,480000,3.3,1,1,0,61,1965,-37.8337,144.9886,Melbourne City Council
Epping,7 Centurion Ct,3,h,1700000,3.3,2,1,181,148,1990,-37.8334,144.9867,Melbourne City Council
Camberwell,2 Weafgreen Ct,5,u,505000,3.3,1,1,0,72,1969,-37.8453,145.0012,Melbourne City Council
Clifton Hill,428 Wellington St,4,u,1340000,2.7,2,2,0,133,1995,-37.84018,145.00265,Melbourne City Council
Coburg,10 Bruce St,4,u,570000,2.7,1,1,0,64,1965,-37.84679,145.00206,Melbourne City Council
Craigieburn,22 Northumberland Cct,3,u,682000,4.1,1,1,713,60,1975,-37.84301,145.02641,Stonnington City Council
Croydon Hills,12 Grange Tce,4,u,450000,4.6,1,1,0,62,1970,-37.8474,145.0078,Stonnington City Council
Doncaster East,6 Duckett St,3,t,2650000,4.6,3,2,0,291,2000,-37.8428,145.0171,Stonnington City Council
Doveton,12 Box St,3,h,2820000,4.6,2,2,600,205,1967,-37.8332,145.0117,Stonnington City Council
Fawkner,25 William St,3,t,2700000,4.6,2,2,294,220,2010,-37.8503,145.0292,Stonnington City Council
Footscray,21 Stafford St,3,u,541000,4.6,1,1,0,57,1970,-37.8373,145.0116,Stonnington City Council
Gladstone Park,55 The Circuit,3,u,2205000,4.6,2,2,0,185,2014,-37.8512,145.0282,Stonnington City Council
Glen Iris,22 Vears Rd,3,u,950000,4.6,1,1,57,107,1960,-37.8371,145.012,Stonnington City Council
Glen Waverley,3 Garwain Pde,4,u,690000,4.6,1,1,0,83,1960,-37.8416,145.0313,Stonnington City Council
Greensborough,9 Haliday Ct,4,h,2250000,4.6,3,2,575,205,1930,-37.8375,145.0092,Stonnington City Council
Hawthorn East,34 Roseberry St,3,u,1010000,4.6,2,2,586,119,1990,-37.8427,145.0236,Stonnington City Council
Highett,13 Cloyne St,3,u,735000,4.1,1,1,0,84,1935,-37.83241,145.00705,Stonnington City Council
Highett,38 Nicol St,4,u,995000,6.3,2,2,0,100,1998,-37.8552,145.016,Stonnington City Council
Keilor Lodge,26 Truro Cr,3,h,1939000,6.3,2,2,296,150,1889,-37.8614,145.0274,Stonnington City Council
Kew,118 Walpole St,6,h,2801000,6.3,2,2,624,222,1900,-37.8536,145.0173,Stonnington City Council
Malvern East,27 Turner St,2,u,440000,6.3,1,1,0,53,1970,-37.8531,145.0115,Stonnington City Council
Mernda,18 Lupin St,4,u,704000,6.3,1,1,0,74,1969,-37.8573,145.0186,Stonnington City Council
Mernda,99 Waterview Dr,3,h,1285000,6.3,1,2,186,80,1920,-37.8554,145.0173,Stonnington City Council
Middle Park,33 Canterbury Rd,6,u,520000,6.3,1,1,0,76,1970,-37.8618,145.0183,Stonnington City Council
Mill Park,74 Roycroft Av,3,h,3625000,6.3,1,2,709,251,1900,-37.8574,145.016,Stonnington City Council
Moorabbin,38 Marrbridge Rd,4,h,3512500,6.3,2,2,617,285,1998,-37.8557,145.0264,Stonnington City Council
Newport,45 Woods St,3,u,869000,6.3,1,1,0,91,1940,-37.853,145.0264,Stonnington City Council
Niddrie,17 Ryder St,3,h,4250000,6.3,3,2,550,283,1890,-37.8604,145.01852,Stonnington City Council
Northcote,26 Plant St,4,u,852000,6.3,1,1,869,74,1980,-37.8603,145.0224,Stonnington City Council
Pascoe Vale,21 Tangyes St,4,u,410000,6.3,1,0,1097,63,1967,-37.85549,145.0163,Stonnington City Council
Preston,260 Gilbert Rd,4,h,3000000,6.3,3,2,474,180,1915,-37.86345,145.02454,Stonnington City Council
South Melbourne,219 Cecil St,3,h,2385000,6.3,1,0,256,130,1910,-37.85911,145.01783,Stonnington City Council
Springvale,31 Phillip Av,3,h,4050000,5.9,3,2,787,282,1915,-37.86044,145.0335,Stonnington City Council
St Albans,1 Mark St,3,u,592000,5.9,1,1,0,72.9,1977,-37.86824,145.03504,Stonnington City Council
Burwood,362 Burwood Hwy,2,h,2360000,5.9,2,4,614,281,1999,-37.85736,145.03923,Stonnington City Council
Camberwell,21 Avenue Rd,3,h,3100000,5.9,3,1,557,192,1900,-37.86411,145.032,Stonnington City Council
Camberwell,30 Moorhouse St,4,t,1390000,7.4,2,1,227,181,1995,-37.8577,145.0406,Stonnington City Council
Camberwell,1/16 Dower St,3,h,2355000,7.4,2,4,471,235,1985,-37.851,145.0316,Stonnington City Council
Carnegie,4/5 Gnarwyn Rd,1,h,1326000,7.4,1,0,254,100,1900,-37.8674,145.0355,Stonnington City Council
Carnegie,1/4 Kokaribb Rd,3,h,1475000,7.4,1,1,232,95,2001,-37.8686,145.038,Stonnington City Council
Caulfield North,14/378 Dandenong Rd,2,u,584000,7.4,1,1,0,74,1971,-37.854,145.041,Stonnington City Council
Caulfield South,3/178 Sycamore St,2,h,3200000,11.2,2,2,709,214,1910,-37.8693,145.0423,Stonnington City Council
Clifton Hill,15 Dally St,2,u,1211000,11.2,1,1,259,99,1970,-37.8718,145.0526,Stonnington City Council
Clifton Hill,487 Hoddle St,3,h,1380000,11.2,2,2,230,178,2007,-37.8806,145.0831,Stonnington City Council
Coburg,41a Rennie St,2,h,2350000,11.2,2,2,567,327,1915,-37.8786,145.0495,Stonnington City Council
Coburg,3/28 Kendall St,2,u,790000,11.2,1,2,196,109,1970,-37.8796,145.0876,Stonnington City Council
Coburg,22/129 Harding St,3,t,1240000,11.2,2,2,310,180,1990,-37.8822,145.0837,Stonnington City Council
Coburg,51 Gordon St,4,h,1500000,11.2,1,2,888,165,1886,-37.8799,145.0738,Stonnington City Council
Coburg,34 Reynard St,4,u,820000,11.2,2,1,0,104,2013,-37.8823,145.0729,Stonnington City Council
Collingwood,4/67 Easey St,2,u,480000,11.2,1,1,0,74,1970,-37.8811,145.0524,Stonnington City Council
Doncaster,40 Wetherby Rd,4,h,1297000,11.2,1,1,333,147,1948,-37.8722,145.067,Stonnington City Council
Fairfield,3 Gillies St,3,t,1015000,11.2,2,2,0,134,2013,-37.8689,145.06,Stonnington City Council
Fawkner,3 Brian St,3,u,425000,11.2,1,1,0,57,1997,-37.8804,145.0501,Stonnington City Council
Fawkner,29 Jennifer St,3,h,1040000,8.4,1,2,209,93,1960,-37.87291,145.0451,Stonnington City Council
Fawkner,42a Murray St,3,t,1400000,8.4,3,2,328,213,2015,-37.87426,145.0891,Stonnington City Council
Fitzroy North,7/110 Miller St,1,u,320000,7.3,1,0,0,49,1960,-37.85852,145.04547,Boroondara City Council
Fitzroy North,236 Barkly St,2,u,851000,7.3,1,1,100,87,1960,-37.85258,145.08589,Boroondara City Council
Flemington,84 Canterbury St,2,h,2000000,9.2,3,1,696,248,1920,-37.8563,145.0709,Boroondara City Council
Flemington,11/300 Racecourse Rd,2,h,1375000,9.2,2,2,328,176,1990,-37.8529,145.0605,Boroondara City Council
Flemington,8/64 Dover St,2,h,2825000,9.2,4,4,802,206,2013,-37.8627,145.0719,Boroondara City Council
Flemington,8A John St,3,h,1600000,9.2,2,2,718,184,1950,-37.858,145.0696,Boroondara City Council
Flemington,121 Princes St,2,h,2625000,9.2,3,2,840,326,1930,-37.8538,145.0641,Boroondara City Council
Glen Iris,10 Morell St,3,h,1751000,9.2,1,3,609,140,1930,-37.8542,145.0733,Boroondara City Council
Glenroy,1 Meadowbank St,3,h,2725000,9.2,3,2,603,246,2007,-37.8521,145.0657,Boroondara City Council
Glenroy,19 Wheatsheaf Rd,3,h,2800000,9.2,1,2,762,153,1930,-37.8575,145.0554,Boroondara City Council
Glenroy,1/217 West St,5,h,1420000,9.2,1,2,615,607,1940,-37.8578,145.0919,Boroondara City Council
Box Hill,19 Kent Rd,3,h,2950000,9.2,2,2,1485,295,1966,-37.8509,145.0856,Boroondara City Council
Box Hill,3/8 Ashted Rd,2,h,3365000,9.2,2,2,1339,270,1925,-37.8649,145.0547,Boroondara City Council
Box Hill,14 Collins St,4,t,1501000,7.3,2,2,313,160,1995,-37.85385,145.06473,Boroondara City Council
